datetime,ask,bid
10.01.2021 00:47:17.951,14735.741000000002,14732.258999999998
10.01.2021 00:47:18.061,14735.763,14732.348999999998
10.01.2021 00:47:18.111,14735.811000000002,14732.329
10.01.2021 00:47:18.740,14735.551000000001,14732.038999999999
10.01.2021 00:47:18.790,14735.531,14732.118999999999
10.01.2021 00:47:18.900,14735.303,14732.278999999999
10.01.2021 00:47:18.950,14735.741000000002,14732.288999999999
10.01.2021 00:47:19.623,14735.601,14732.378999999999
10.01.2021 00:47:19.746,14735.863000000001,14732.538999999999
10.01.2021 00:47:19.797,14736.041000000001,14732.518999999998
10.01.2021 00:47:20.465,14736.013,14733.038999999999
10.01.2021 00:47:20.515,14736.531,14733.018999999998
10.01.2021 00:47:20.784,14736.351,14733.056999999999
10.01.2021 00:47:20.835,14736.331,14732.909
10.01.2021 00:47:21.527,14735.701000000001,14732.278999999999
10.01.2021 00:47:21.577,14735.771,14732.258999999998
10.01.2021 00:47:21.685,14735.503,14732.579
10.01.2021 00:47:21.736,14736.011,14732.569
10.01.2021 00:47:23.201,14735.993,14732.659
10.01.2021 00:47:23.251,14736.151000000002,14732.618999999999
10.01.2021 00:47:23.361,14735.511,14732.268999999998
10.01.2021 00:47:23.411,14735.701000000001,14732.208999999999
10.01.2021 00:47:24.067,14735.641000000001,14732.257
10.01.2021 00:47:24.117,14735.661,14732.399
10.01.2021 00:47:24.245,14735.001,14731.768999999998
10.01.2021 00:47:25.071,14735.131000000001,14731.707
10.01.2021 00:47:25.121,14735.141000000001,14731.649
10.01.2021 00:47:25.235,14735.083,14731.798999999999
10.01.2021 00:47:25.285,14735.291000000001,14731.778999999999
10.01.2021 00:47:25.392,14735.101,14731.787
10.01.2021 00:47:25.442,14735.171,14731.708999999999
10.01.2021 00:47:25.896,14735.201000000001,14731.788999999999
10.01.2021 00:47:26.490,14735.091,14731.757
10.01.2021 00:47:26.540,14734.991000000002,14731.528999999999
10.01.2021 00:47:31.386,14735.033000000001,14731.669
10.01.2021 00:47:31.436,14735.161,14731.889
10.01.2021 00:47:31.546,14735.183,14731.868999999999
10.01.2021 00:47:31.597,14735.371000000001,14731.829
10.01.2021 00:47:34.188,14735.241000000002,14731.827
10.01.2021 00:47:34.239,14735.011,14731.809
10.01.2021 00:47:34.510,14734.991000000002,14731.737
10.01.2021 00:47:34.560,14735.091,14731.788999999999
10.01.2021 00:47:37.023,14733.751,14730.309
10.01.2021 00:47:37.074,14733.761,14730.258999999998
10.01.2021 00:47:37.183,14733.531,14730.277
